Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
418,10702,1,GUJARAT,Mehsana,SATLASNA,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHARUR,9,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHARUR,9,8
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Fertilizer Use and Availability,GUJARAT,Mehsana,VIJAPUR,9,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAWABPET,8,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,8,8
Vegetables,Chillies,"	Plant Protection	",WEST BENGAL,BIRBHUM,RAMPURHAT-II,8,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-I,8,8
Pulses,Black Gram (urd bean),Weed Management,RAJASTHAN,BUNDI,KESHORAIPATAN,8,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MANOPADU,8,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,8,8
418,10702,1,WEST BENGAL,BIRBHUM,SAINTHIA,8,8
418,10702,1,UTTARAKHAND,NAINITAL,DHARI,7,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,7,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,KOILKONDA,7,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,WADDEPALLE,7,8
418,10702,1,UTTARAKHAND,NAINITAL,RAMNAGAR,6,8
Others,Others,"	Field Preparation	",CHHATTISGARH,DURG,DURG,6,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,21,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,SAINTHIA,21,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,21,8
418,10702,1,UTTARAKHAND,NAINITAL,RAMNAGAR,20,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,20,8
Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,20,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,20,8
Others,Others,Weather,RAJASTHAN,BUNDI,HINDOLI,19,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,19,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,19,8
Medicinal and Aromatic Plants,Aloe Vera,Market Information,GUJARAT,Mehsana,KADI,19,8
Vegetables,Cabbage,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,19,8
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,THIMMAJIPETA,19,8
Vegetables,Carrot,Cultural Practices,TELANGANA,MAHABOOBNAGAR,DHANWADA,19,8
Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,GUJARAT,Mehsana,VISNAGAR,19,8
418,10702,1,GUJARAT,Mehsana,KADI,19,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,18,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-II,18,8
418,10702,1,UTTARAKHAND,NAINITAL,RAMGARH,17,8
Fruits,Citrus,Cultural Practices,TELANGANA,MAHABOOBNAGAR,DHANWADA,17,8
Pulses,Green Gram (Moong Bean/ Moong),Weather,GUJARAT,Mehsana,BECHRAJI,17,8
Vegetables,Cauliflower,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,17,8
Cereals,Paddy (Dhan),Nutrient Management,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
Vegetables,Cauliflower,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,17,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
Vegetables,Brinjal,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,0,17,8
Fruits,Mango,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BALANAGAR,17,8
Others,Others,Weather,RAJASTHAN,BUNDI,NAINWA,16,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-I,16,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,16,8
Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,16,8
Oilseeds,Groundnut (pea nut/mung phalli),Weather,GUJARAT,Mehsana,SATLASNA,16,8
Cereals,Paddy (Dhan),Market Information,WEST BENGAL,BIRBHUM,NALHATI-I,16,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ADDAKAL,16,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,SAINTHIA,15,8
Pulses,Pigeon pea (red gram/arhar/tur),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MALDAKAL,15,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,15,8
Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Weather,RAJASTHAN,BUNDI,NAINWA,15,8
Cereals,Paddy (Dhan),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,15,8
418,10702,1,GUJARAT,Mehsana,KHERALU,15,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,14,8
Others,Others,Weather,RAJASTHAN,BUNDI,HINDOLI,14,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,GOPALPETA,14,8
Vegetables,Cucumber,Weather,UTTARAKHAND,NAINITAL,RAMNAGAR,14,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,JADCHERLA,14,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,NALHATI-I,13,8
Others,Others,Fertilizer Use and Availability,GUJARAT,Mehsana,VISNAGAR,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,8
Others,Others,Weather,RAJASTHAN,BUNDI,TALERA,13,8
Vegetables,Tomato,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,DHARUR,12,8
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,AMANGAL,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,12,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BIJINAPALLE,12,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,12,8
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,BIRBHUM,LABPUR,11,8
Fruits,Mango,"	Plant Protection	",WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,11,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
Vegetables,Tomato,"	Plant Protection	",UTTARAKHAND,NAINITAL,KOTABAG,11,8
Vegetables,Beans ,Agriculture Mechanization,UTTARAKHAND,NAINITAL,RAMGARH,11,8
Vegetables,Sponge Gourd,"	Plant Protection	",CHHATTISGARH,DURG,DURG,11,8
Others,Others,Cultural Practices,GUJARAT,Mehsana,MAHESANA,11,8
Others,Others,"	Plant Protection	",RAJASTHAN,BUNDI,NAINWA,11,8
Cereals,Paddy (Dhan),"	Plant Protection	",UTTARAKHAND,NAINITAL,HALDWANI,10,8
Others,Others,Government Schemes,CHHATTISGARH,DURG,PATAN,10,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,10,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,KHOYRASOL,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NARVA,10,8
Others,Others,"	Field Preparation	",CHHATTISGARH,DURG,PATAN,10,8
418,10702,1,GUJARAT,Mehsana,KHERALU,10,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,9,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,9,8
418,10702,1,UTTARAKHAND,NAINITAL,DHARI,9,8
418,10702,1,GUJARAT,Mehsana,KHERALU,9,8
Millets,Maize (Makka),Weed Management,TELANGANA,MAHABOOBNAGAR,NARVA,9,8
Inland,Fresh Water,"Tank, Pond and Reservoir Management",WEST BENGAL,BIRBHUM,DUBRAJPUR,9,8
Cereals,Paddy (Dhan),Weed Management,TELANGANA,MAHABOOBNAGAR,HANWADA,9,8
418,10702,1,GUJARAT,Mehsana,KHERALU,9,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,9,8
Fruits,Orange,Weather,UTTARAKHAND,NAINITAL,DHARI,9,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,8,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NARVA,8,8
Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,GUJARAT,Mehsana,VISNAGAR,8,8
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,8,8
Cereals,Paddy (Dhan),Weather,UTTARAKHAND,NAINITAL,KOTABAG,8,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,8,8
Pulses,Green Gram (Moong Bean/ Moong),Varieties,RAJASTHAN,BUNDI,NAINWA,8,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,THIMMAJIPETA,8,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,8,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,7,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,7,8
Others,Others,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,KOTHUR,7,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,7,8
Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-I,7,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,7,8
Cereals,Paddy (Dhan),Cultural Practices,TELANGANA,MAHABOOBNAGAR,GOPALPETA,6,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,21,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,RAJASTHAN,BUNDI,HINDOLI,21,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,MAHESANA,21,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,GADWAL,20,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,20,8
Vegetables,Tomato,"	Plant Protection	",CHHATTISGARH,DURG,DHAMDHA,20,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,19,8
Oilseeds,Sesame (Gingelly/Til)/Sesamum,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,19,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,19,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,19,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,19,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,NANOOR,19,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,19,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,19,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,18,8
Fruits,Guava,Nutrient Management,RAJASTHAN,BUNDI,NAINWA,18,8
Pulses,Black Gram (urd bean),Weed Management,RAJASTHAN,BUNDI,NAINWA,18,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,KOILKONDA,18,8
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,KOILKONDA,18,8
Others,Others,Fertilizer Use and Availability,GUJARAT,Mehsana,SATLASNA,18,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,TALERA,18,8
Pulses,Black Gram (urd bean),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,18,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,18,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AIZA,17,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,17,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,MAHESANA,17,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,17,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,KOILKONDA,17,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-II,17,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,17,8
Vegetables,Chillies,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,MALDAKAL,16,8
Millets,FingerMillet  (Ragi/Mandika),Sowing Time and Weather,GUJARAT,Mehsana,KADI,16,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,16,8
Cereals,Paddy (Dhan),Nutrient Management,RAJASTHAN,BUNDI,TALERA,16,8
Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,16,8
Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",GUJARAT,Mehsana,VISNAGAR,16,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,16,8
Cereals,Paddy (Dhan),Nutrient Management,RAJASTHAN,BUNDI,KESHORAIPATAN,16,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,16,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,16,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BIRBHUM,KHOYRASOL,15,8
418,10702,1,GUJARAT,Mehsana,UNJHA,15,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,15,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,15,8
Fiber Crops,Roselle (Mesta),Crop Insurance,GUJARAT,Mehsana,VIJAPUR,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,GADWAL,14,8
Cereals,Oats ,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,14,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
418,10702,1,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,13,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,DHARUR,13,8
418,10702,1,GUJARAT,Mehsana,SATLASNA,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,AMANGAL,13,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-I,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AMANGAL,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
418,10702,1,UTTARAKHAND,NAINITAL,HALDWANI,13,8
Others,Others,Seeds,CHHATTISGARH,DURG,3633,13,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,12,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,BIJINAPALLE,12,8
418,10702,1,WEST BENGAL,BIRBHUM,ILLAMBAZAR,12,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,VELDANDA,12,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,AMRABAD,11,8
418,10702,1,CHHATTISGARH,DURG,DHAMDHA,11,8
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,VANGOOR,11,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,11,8
Flowers,Marigold,Fertilizer Use and Availability,UTTARAKHAND,NAINITAL,BHIMTAL,11,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,11,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,11,8
Others,Others,Weather,GUJARAT,Mehsana,KHERALU,11,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ADDAKAL,11,8
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,ADDAKAL,11,8
418,10702,1,GUJARAT,Mehsana,KADI,11,8
Oilseeds,Groundnut (pea nut/mung phalli),Weather,GUJARAT,Mehsana,MAHESANA,11,8
Pulses,Green Gram (Moong Bean/ Moong),Weather,GUJARAT,Mehsana,KHERALU,11,8
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,11,8
Others,Others,Weather,RAJASTHAN,BUNDI,TALERA,10,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,KHOYRASOL,10,8
Pulses,Pigeon pea (red gram/arhar/tur),Weed Management,TELANGANA,MAHABOOBNAGAR,ATMAKUR,10,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,10,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,10,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,10,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,10,8
418,10702,1,GUJARAT,Mehsana,MAHESANA,10,8
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,0,10,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,10,8
Flowers,Marigold,Cultural Practices,TELANGANA,MAHABOOBNAGAR,BALANAGAR,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,10,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,10,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,10,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,9,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,UNJHA,9,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,9,8
418,10702,1,GUJARAT,Mehsana,VISNAGAR,9,8
418,10702,1,GUJARAT,Mehsana,BECHRAJI,9,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,9,8
Vegetables,Capsicum,"	Plant Protection	",UTTARAKHAND,NAINITAL,DHARI,9,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,DEVARAKADARA,9,8
Vegetables,Chillies,"	Plant Protection	",GUJARAT,Mehsana,MAHESANA,9,8
Others,Others,Weather,RAJASTHAN,BUNDI,0,9,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,9,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VADNAGAR,8,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,RAMPURHAT-I,8,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,8,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MADGUL,7,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-I,7,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,7,8
418,10702,1,WEST BENGAL,BIRBHUM,LABPUR,7,8
Cereals,Paddy (Dhan),Seeds,CHHATTISGARH,DURG,DHAMDHA,6,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,6,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,21,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,21,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,21,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,20,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,20,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,20,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,20,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,20,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,20,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,NALHATI-I,19,8
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MANOPADU,19,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,19,8
Cereals,Paddy (Dhan),Weather,GUJARAT,Mehsana,KADI,19,8
418,10702,1,GUJARAT,Mehsana,KADI,19,8
Fiber Crops,Cotton (Kapas),Weed Management,GUJARAT,Mehsana,VIJAPUR,19,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,19,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,18,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,RAJASTHAN,BUNDI,KESHORAIPATAN,18,8
Vegetables,Chillies,Field Preparation,WEST BENGAL,BIRBHUM,MAYURESWAR-I,18,8
418,10702,1,GUJARAT,Mehsana,VADNAGAR,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHANWADA,17,8
Pulses,Horse Gram (kulthi/kultha),Seeds,TELANGANA,MAHABOOBNAGAR,DEVARAKADARA,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,RAJAPUR,17,8
Others,Others,Training and Exposure Visits,RAJASTHAN,BUNDI,HINDOLI,17,8
Fiber Crops,Cotton (Kapas),Nutrient Management,GUJARAT,Mehsana,MAHESANA,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DHARUR,17,8
Others,Others,Weather,GUJARAT,Mehsana,VIJAPUR,17,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,TALAKONDAPALLE,16,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,16,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,DEVARAKADARA,16,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,ALAMPUR,16,8
Fiber Crops,Cotton (Kapas),Weather,GUJARAT,Mehsana,KHERALU,16,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,15,8
Fiber Crops,Cotton (Kapas),Weather,GUJARAT,Mehsana,VISNAGAR,15,8
Others,Others,Weather,RAJASTHAN,BUNDI,HINDOLI,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,LINGAL,15,8
Oilseeds,Soybean (bhat),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BOMRASPETA,15,8
Vegetables,Chillies,Agriculture Mechanization,TELANGANA,MAHABOOBNAGAR,KOTHUR,15,8
Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,15,8
Vegetables,Tomato,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,WANAPARTHY,15,8
Vegetables,Tomato,Nutrient Management,TELANGANA,MAHABOOBNAGAR,0,15,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,0,15,8
Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,NALHATI-I,14,8
418,10702,1,UTTARAKHAND,NAINITAL,RAMNAGAR,14,8
Fiber Crops,Cotton (Kapas),"	Water Management	",GUJARAT,Mehsana,VISNAGAR,14,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,14,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,14,8
Millets,Maize (Makka),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,KALWAKURTHY,14,8
418,10702,1,WEST BENGAL,BIRBHUM,KHOYRASOL,14,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,14,8
418,10702,1,GUJARAT,Mehsana,UNJHA,14,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,KESHORAIPATAN,13,8
Oilseeds,Soybean (bhat),"	Plant Protection	",RAJASTHAN,BUNDI,HINDOLI,13,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,13,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,13,8
418,10702,1,RAJASTHAN,BUNDI,HINDOLI,13,8
418,10702,1,WEST BENGAL,BIRBHUM,BOLPUR-SRINIKETAN,13,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,VELDANDA,13,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,12,8
418,10702,1,RAJASTHAN,BUNDI,TALERA,12,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,12,8
418,10702,1,RAJASTHAN,BUNDI,NAINWA,12,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,MAYURESWAR-I,11,8
418,10702,1,GUJARAT,Mehsana,0,11,8
Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,11,8
418,10702,1,GUJARAT,Mehsana,VIJAPUR,11,8
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,BIRBHUM,MAYURESWAR-I,10,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,VADNAGAR,10,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-II,10,8
Pulses,Green Gram (Moong Bean/ Moong),Weather,RAJASTHAN,BUNDI,HINDOLI,10,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,10,8
Cereals,Paddy (Dhan),Fertilizer Use and Availability,CHHATTISGARH,DURG,PATAN,10,8
Others,Others,"	Field Preparation	",CHHATTISGARH,DURG,PATAN,10,8
Fiber Crops,Cotton (Kapas),"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,10,8
Others,Others,Weather,CHHATTISGARH,DURG,DHAMDHA,9,8
418,10702,1,TELANGANA,MAHABOOBNAGAR,BALANAGAR,9,8
418,10702,1,RAJASTHAN,BUNDI,KESHORAIPATAN,9,8
418,10702,1,WEST BENGAL,BIRBHUM,MAYURESWAR-I,9,8
418,10702,1,UTTARAKHAND,NAINITAL,KOTABAG,8,8
Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,VISNAGAR,8,8
