Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn,Hour of the day,Month
AGRICULTURE,Others,Others,Weather,RAJASTHAN,BUNDI,KESHORAIPATAN,2018-08-02 07:31:45.220,7,8
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,MURSHIDABAD,KHARGRAM,2018-07-29 16:15:07.440,16,7
AGRICULTURE,Cereals,Wheat,Soil Testing,RAJASTHAN,KOTA,SANGOD,2018-12-17 10:07:35.803,10,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BONLI,2018-05-12 18:04:16.247,18,5
AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Cultural Practices,UTTAR PRADESH,BADAUN,DATAGANJ,2018-02-04 13:39:46.503,13,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,2018-08-03 14:45:25.000,14,8
AGRICULTURE,Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,2018-02-28 09:35:27.473,9,2
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,Mehsana,BECHRAJI,2018-12-10 12:12:24.153,12,12
AGRICULTURE,Others,Others,Varieties,UTTAR PRADESH,BADAUN,SAMRER,2018-02-24 13:58:57.333,13,2
HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,WEST BENGAL,MURSHIDABAD,MURSHIDABAD-JIAGUNJ,2018-01-12 17:59:33.690,17,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-10-27 17:34:59.177,17,10
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,MURSHIDABAD,BURWAN,2018-07-27 17:47:35.297,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,2018-02-11 12:04:39.837,12,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-10-24 20:34:46.853,20,10
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,2018-05-29 08:04:13.813,8,5
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-02-14 08:52:08.737,8,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,VARANASI,PINDRA,2018-09-17 16:22:57.420,16,9
HORTICULTURE,Vegetables,Pea (Vegetable),	Plant Protection	,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-03-27 18:11:02.867,18,3
HORTICULTURE,Drug and Narcotics,Tobacco,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,2018-12-23 18:15:19.377,18,12
AGRICULTURE,Cereals,Wheat,Seeds,GUJARAT,Mehsana,VADNAGAR,2018-12-15 06:33:47.317,6,12
AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Weed Management,TELANGANA,KARIMNAGAR,DHARMAPURI,2018-07-25 15:35:12.343,15,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MAHARAHGANJ,BRIDGEMANGANJ,2018-05-19 14:21:10.110,14,5
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,LIMBDI,2018-10-03 10:21:11.873,10,10
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-30 16:27:57.320,16,5
AGRICULTURE,Others,Others,Weed Management,WEST BENGAL,BIRBHUM,NALHATI-II,2018-07-01 10:29:00.967,10,7
HORTICULTURE,Fruits,Pomegranate,Nutrient Management,RAJASTHAN,KARAULI,NADAUTI,2018-09-09 09:22:59.147,9,9
HORTICULTURE,Fruits,Citrus,	Plant Protection	,TELANGANA,NALGONDA,NALGONDA,2018-06-22 09:34:52.927,9,6
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-11-13 09:02:30.617,9,11
AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,TELANGANA,NALGONDA,SURYAPET,2018-06-13 18:40:15.690,18,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-09 17:51:57.823,17,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,JAKHAURA,2018-04-28 13:36:15.827,13,4
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,Mehsana,VIJAPUR,2018-12-22 15:50:19.990,15,12
HORTICULTURE,Vegetables,Cabbage,	Plant Protection	,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-08-03 07:59:37.400,7,8
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,NADIA,KARIMPUR-II,2018-05-19 12:53:40.923,12,5
HORTICULTURE,Vegetables,Bottle Gourd,Nutrient Management,UTTAR PRADESH,KAUSHAMBI,SIRATHU,2018-08-20 17:55:47.250,17,8
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,JALOR,SANCHORE,2018-04-20 06:25:37.287,6,4
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,HINDAUN,2018-07-27 15:19:56.677,15,7
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,THARAD,2018-02-09 16:34:03.840,16,2
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,RAJASTHAN,SAWAI MADHOPUR,BONLI,2018-05-06 09:58:47.460,9,5
AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,TELANGANA,MAHABOOBNAGAR,BALANAGAR,2018-08-24 12:34:00.093,12,8
AGRICULTURE,Fiber Crops,Jute,Market Information,WEST BENGAL,MURSHIDABAD,HARIHARPARA,2018-01-23 08:58:09.643,8,1
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,HINDAUN,2018-07-27 15:19:56.677,15,7
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,CHHATTISGARH,MAHASAMUND,MAHASAMUND,2018-03-29 10:10:24.000,10,3
AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,TELANGANA,KARIMNAGAR,MANTHANI,2018-07-16 17:22:30.943,17,7
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,2018-02-03 13:08:31.260,13,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,BAGHPAT,BINAULI,2018-07-21 21:25:49.087,21,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,2018-11-28 11:03:45.580,11,11
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-02-24 10:28:19.767,10,2
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,AMANGAL,2018-08-24 19:47:35.557,19,8
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,JASPUR,2018-02-12 07:28:45.977,7,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-10-12 17:50:01.180,17,10
AGRICULTURE,Others,Others,	Plant Protection	,UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,2018-02-05 17:57:50.837,17,2
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,2018-01-17 14:54:49.180,14,1
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,BAGBAHARA,2018-03-21 10:26:43.660,10,3
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,BIBINAGAR,2018-02-10 14:50:46.250,14,2
HORTICULTURE,Vegetables,Watermelon,Nutrient Management,TELANGANA,MEDAK,MIRDODDI,2018-02-04 13:31:29.320,13,2
HORTICULTURE,Vegetables,Brinjal,Plant Protection,UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,2018-08-05 18:14:37.463,18,8
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,CHENNUR,2018-09-24 12:43:56.287,12,9
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,KASHIPUR,2018-02-11 15:19:39.027,15,2
HORTICULTURE,Fruits,Orange,Nutrient Management,TELANGANA,NALGONDA,KANAGAL,2018-02-12 12:37:55.060,12,2
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,DASADA,2018-01-03 07:36:37.203,7,1
AGRICULTURE,Cereals,Wheat,Nutrient Management,RAJASTHAN,KOTA,LADPURA,2018-12-04 18:45:55.467,18,12
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,HUSNABAD,2018-07-24 19:09:38.610,19,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-07-19 16:30:43.633,16,7
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,UTTARAKHAND,HARIDWAR,KHANPUR,2018-07-15 08:53:32.447,8,7
HORTICULTURE,Flowers,Rose,Nutrient Management,RAJASTHAN,BUNDI,HINDOLI,2018-08-11 07:58:57.710,7,8
HORTICULTURE,Vegetables,Cucumber,Cultural Practices,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-31 09:56:50.523,9,1
HORTICULTURE,Fruits,Mango,Market Information,TELANGANA,KARIMNAGAR,BHEEMDEVARAPALLI,2018-04-25 08:41:25.787,8,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-15 09:39:35.333,9,4
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,PEDDA  ADISERLA  PALLY,2018-02-13 13:26:03.973,13,2
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,GUJARAT,Mehsana,KADI,2018-08-30 12:22:53.980,12,8
HORTICULTURE,Fruits,Apricot,	Plant Protection	,UTTARAKHAND,NAINITAL,RAMGARH,2018-02-23 18:53:14.337,18,2
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,GUJARAT,KHEDA,KAPADVANJ,2018-07-05 15:15:28.500,15,7
HORTICULTURE,Vegetables,Capsicum,	Plant Protection	,RAJASTHAN,TONK,UNIARA,2018-02-23 19:54:26.523,19,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,NEWAI,2018-02-01 11:40:15.497,11,2
AGRICULTURE,Oilseeds,Mustard,Weed Management,GUJARAT,Mehsana,KHERALU,2018-12-11 11:38:46.707,11,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,2018-02-11 13:01:32.063,13,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-06-02 08:28:40.837,8,6
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,CHHATTISGARH,RAIGARH,SARANGARH,2018-07-06 19:59:33.320,19,7
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,	Plant Protection	,RAJASTHAN,KARAULI,NADAUTI,2018-07-30 07:34:19.743,7,7
AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KARIMNAGAR,MANTHANI,2018-02-08 14:37:18.877,14,2
HORTICULTURE,Fruits,Guava,	Plant Protection	,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-23 21:15:36.660,21,5
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,MAHARAHGANJ,NICHLAUL,2018-05-30 07:26:06.650,7,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-01-11 19:33:58.653,19,1
AGRICULTURE,Others,Others,Weed Management,TELANGANA,MAHABOOBNAGAR,PANGAL,2018-08-08 16:00:21.550,16,8
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,DASADA,2018-10-29 12:50:04.093,12,10
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Government Schemes,CHHATTISGARH,SURGUJA,RAJPUR,2018-06-29 15:15:52.197,15,6
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Weed Management,RAJASTHAN,KARAULI,KARAULI,2018-07-22 09:52:12.930,9,7
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,GUJARAT,Mehsana,VISNAGAR,2018-08-21 10:26:21.267,10,8
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,SIDDHARTH NAGAR,DOMARIYAGANJ,2018-06-26 06:44:28.430,6,6
AGRICULTURE,Others,Others,Crop Insurance,CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,2018-03-27 10:06:59.597,10,3
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,MALPURA,2018-02-23 17:51:04.280,17,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,2018-02-06 09:17:18.947,9,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,MASOODA,2018-11-10 13:03:23.010,13,11
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,RAJASTHAN,KOTA,SULTANPUR,2018-12-01 13:35:57.263,13,12
AGRICULTURE,Cereals,Wheat,	Plant Protection	,RAJASTHAN,BUNDI,HINDOLI,2018-08-22 19:15:35.713,19,8
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-12-27 12:18:04.170,12,12
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,ADILABAD,KUNTALA,2018-09-06 16:10:52.693,16,9
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,NADIA,CHAKDAH,2018-06-18 16:27:38.800,16,6
HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,2018-09-25 07:41:31.887,7,9
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,PITHORA,2018-06-29 11:01:56.727,11,6
AGRICULTURE,Cereals,Paddy (Dhan),Varieties,TELANGANA,NALGONDA,GURRAMPODE,2018-06-29 09:18:18.353,9,6
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TANDUR,2018-09-15 19:20:48.383,19,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,NADAUTI,2018-07-11 16:02:43.200,16,7
HORTICULTURE,Vegetables,Pointed Gourd,Fertilizer Use and Availability,WEST BENGAL,HOOGHLY,BALAGARH,2018-12-20 08:18:35.150,8,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,SANCHORE,2018-04-24 16:53:21.207,16,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,2018-02-09 11:25:54.213,11,2
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,BANAS KANTHA,DANTIVADA,2018-02-09 21:43:42.263,21,2
AGRICULTURE,Others,Others,	Field Preparation	,TELANGANA,NALGONDA,NIDAMANOOR,2018-12-26 08:47:08.793,8,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,SHIVRAJPUR,2018-10-11 08:11:08.633,8,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,KHADDA,2018-01-19 13:46:36.250,13,1
HORTICULTURE,Drug and Narcotics,Tobacco,Cultural Practices,GUJARAT,ANAND,SOJITRA,2018-12-08 09:34:45.317,9,12
AGRICULTURE,Others,Others,Soil Testing,GUJARAT,JAMNAGAR,KHAMBHALIA,2018-05-18 11:47:26.827,11,5
AGRICULTURE,Others,Others,Government Schemes,TELANGANA,NALGONDA,GUNDALA,2018-02-13 10:35:39.847,10,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,MAMDA,2018-09-07 08:11:55.770,8,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,TODABHIM,2018-09-05 16:28:05.190,16,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,BUNDI,TALERA,2018-08-02 14:28:05.030,14,8
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,MURSHIDABAD,NAWDA,2018-07-14 11:43:27.697,11,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SULTANPUR,2018-03-14 09:52:11.577,9,3
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,ANAND,SOJITRA,2018-12-12 17:54:35.277,17,12
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,NADIA,CHAPRA,2018-05-16 10:34:25.083,10,5
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ACHAMPETA,2018-12-23 10:21:00.813,10,12
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,2018-09-03 06:28:28.100,6,9
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BIRBHUM,NANOOR,2018-09-13 12:29:00.310,12,9
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,MADDUR,2018-07-11 08:42:41.417,8,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-08 06:12:03.017,6,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,2018-02-05 08:48:43.537,8,2
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,RAIGARH,RAIGARH,2018-01-18 18:06:11.643,18,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,KARIMNAGAR,SARANGAPUR,2018-02-14 08:33:19.090,8,2
HORTICULTURE,Fruits,Ber,Cultural Practices,RAJASTHAN,KOTA,SANGOD,2018-01-08 11:35:49.303,11,1
AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,JAMNAGAR,KALAVAD,2018-05-17 17:18:25.223,17,5
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,DASADA,2018-10-03 15:51:03.910,15,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,BHANWAPUR,2018-06-12 15:23:29.227,15,6
HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,MURSHIDABAD,BHAGAWANGOLA-I,2018-07-12 20:14:28.993,20,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,NADIA,KRISHNAGAR-I,2018-05-04 10:11:16.180,10,5
AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,TELANGANA,MAHABOOBNAGAR,KOTHAKOTA,2018-07-17 13:59:09.827,13,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-03-02 09:24:15.053,9,3
AGRICULTURE,Others,Others,Weather,TELANGANA,KHAMMAM,KAMEPALLY,2018-11-18 11:47:02.563,11,11
AGRICULTURE,Others,Others,Fertilizer Use and Availability,GUJARAT,BHAVNAGAR,VALLABHIPUR,2018-04-06 16:46:21.830,16,4
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,MAYURESWAR-I,2018-08-03 21:47:26.930,21,8
AGRICULTURE,Others,Others,Sowing Time and Weather,GUJARAT,KHEDA,KAPADVANJ,2018-07-05 16:56:20.593,16,7
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Reporting,UTTARAKHAND,ALMORA,TAKULA,2018-12-28 20:04:01.290,20,12
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Weather,WEST BENGAL,HOOGHLY,GOGHAT-II,2018-04-25 14:16:33.723,14,4
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,CHITYALA,2018-12-21 11:27:22.360,11,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-05 12:22:00.003,12,5
AGRICULTURE,Others,Others,	Field Preparation	,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-01 12:04:49.893,12,1
AGRICULTURE,Others,Others,Weather,WEST BENGAL,MALDAH,RATUA-I,2018-12-14 16:19:24.717,16,12
HORTICULTURE,Fruits,Mango,	Plant Protection	,WEST BENGAL,HOOGHLY,ARAMBAGH,2018-12-31 16:39:42.070,16,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,NEBUA NAURANGIA,2018-01-10 14:13:26.563,14,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,RAJASTHAN,KOTA,LADPURA,2018-06-21 07:27:24.200,7,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-12 17:05:24.060,17,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,CHHAPRAULI,2018-07-15 08:27:25.460,8,7
HORTICULTURE,Vegetables,Chillies,Agriculture Mechanization,TELANGANA,WARANGAL,MULUG,2018-05-02 11:55:04.533,11,5
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,HINDAUN,2018-07-26 17:20:58.940,17,7
AGRICULTURE,Cereals,Wheat,Varieties,RAJASTHAN,AJMER,BHINAY,2018-11-29 12:11:19.910,12,11
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,MAHARAHGANJ,PARTAWAL,2018-05-29 18:08:07.467,18,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,NADAUTI,2018-07-23 14:36:32.700,14,7
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DEVARAKADARA,2018-12-29 12:06:36.677,12,12
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,HOOGHLY,KHANAKUL-II,2018-10-23 14:56:54.823,14,10
AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,TELANGANA,MEDAK,SIDDIPET,2018-07-12 17:14:09.720,17,7
AGRICULTURE,Others,Others,Soil Testing,RAJASTHAN,JALOR,JALORE,2018-04-06 09:41:23.177,9,4
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,BALAGARH,2018-04-27 20:51:08.100,20,4
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Field Preparation	,UTTAR PRADESH,KUSHI NAGAR,KHADDA,2018-01-27 16:48:17.890,16,1
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,SAYLA,2018-10-09 08:44:24.340,8,10
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ADDAKAL,2018-12-28 17:57:16.910,17,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-06-29 17:24:06.767,17,6
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,KUSHI NAGAR,FAZILNAGAR,2018-01-18 17:43:23.320,17,1
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,KHANPUR,2018-07-13 10:14:52.850,10,7
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,HUSNABAD,2018-02-10 13:03:08.130,13,2
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,WEST BENGAL,MURSHIDABAD,RANINAGAR-I,2018-01-19 21:14:47.637,21,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,MORADABAD,2018-11-02 13:40:23.620,13,11
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-16 20:25:17.370,20,4
AGRICULTURE,Others,Others,Weather,TELANGANA,WARANGAL,MAHBUBABAD,2018-05-13 07:24:42.820,7,5
AGRICULTURE,Pulses,Lentil (Masur),Weather,UTTARAKHAND,DEHRADUN,DOIWALA,2018-02-27 10:47:46.363,10,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,JANNARAM,2018-09-16 18:42:47.433,18,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,2018-02-01 20:15:58.390,20,2
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,MURSHIDABAD,LALGOLA,2018-07-12 19:42:47.570,19,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-10-18 12:22:28.040,12,10
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,MURSHIDABAD,MURSHIDABAD-JIAGUNJ,2018-01-13 16:03:14.873,16,1
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,WEST BENGAL,HOOGHLY,PURSURAH,2018-10-01 11:05:16.567,11,10
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,Mehsana,MAHESANA,2018-12-19 13:59:08.327,13,12
AGRICULTURE,Millets,Maize (Makka),Fertilizer Use and Availability,RAJASTHAN,JALOR,SANCHORE,2018-04-21 17:34:13.280,17,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,BHANWAPUR,2018-06-22 09:08:22.333,9,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-03-28 11:49:07.623,11,3
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,2018-04-20 20:48:28.773,20,4
AGRICULTURE,Millets,Maize (Makka),Weed Management,RAJASTHAN,BUNDI,HINDOLI,2018-08-09 11:21:30.040,11,8
AGRICULTURE,Others,Others,"Power, Roads etc.",UTTAR PRADESH,BADAUN,ASAFPUR,2018-02-25 07:41:42.313,7,2
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Varieties,RAJASTHAN,JALOR,SANCHORE,2018-04-17 11:51:25.843,11,4
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,GUJARAT,ANAND,UMRETH,2018-12-12 10:26:17.867,10,12
HORTICULTURE,Vegetables,Tomato,Cultural Practices,TELANGANA,MEDAK,DUBBAK,2018-07-29 08:57:01.577,8,7
AGRICULTURE,Others,Others,Cultural Practices,TELANGANA,NALGONDA,PEDDAVURA,2018-06-18 11:09:40.520,11,6
ANIMAL HUSBANDRY,Avian,Duck,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",CHHATTISGARH,RAIPUR,ABHANPUR,2018-12-30 10:26:49.587,10,12
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,2018-03-31 15:35:19.707,15,3
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,PANGAL,2018-12-12 17:06:39.757,17,12
HORTICULTURE,Condiments and Spices,Cumin,Weather,GUJARAT,BANAS KANTHA,VAV,2018-02-09 15:08:08.470,15,2
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,RAJASTHAN,KOTA,LADPURA,2018-01-29 19:55:22.140,19,1
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,BHEEMDEVARAPALLI,2018-02-25 17:11:27.383,17,2
